Acousticness,Artist Name,Danceability,Energy,Instrumentalness,Key,Liveness,Loudness,Tempo,Track Name,Track Reference,Valence,_id
0.00173,Dua Lipa,0.659,0.667,0.0000285,0.1,0.1,11,115.982,Love Again,https://api.spotify.com/v1/tracks/4rPkN1FMzQyFNP9cLUGIIB,0.468,60f790cb4861b9cdf82002a0
0.0289,Tesher,0.691,0.829,0,0.254,0.254,0,93.059,Jalebi Baby (Tesher x Jason Derulo),https://api.spotify.com/v1/tracks/6FvSS3Goz7OC8oCC2eWqe8,0.866,60f790cb4861b9cdf82002a1
0.54,JSX,0.752,0.602,0,0.0825,0.0825,1,134.93,GTA,https://api.spotify.com/v1/tracks/3nuRoZFV93hyFngba5hixq,0.453,60f790cb4861b9cdf82002a2
0.69,Laylow,0.525,0.454,0,0.423,0.423,1,126.148,NightShop BlaBla,https://api.spotify.com/v1/tracks/2TP7UD6L86nD8d8RbPB4mA,0.41,60f790cc4861b9cdf82002a3
0.1,4.4.2,0.853,0.773,0.00000494,0.0818,0.0818,10,125.033,Mal à la tête,https://api.spotify.com/v1/tracks/1TO85DMVoOejzq5YMMWAkl,0.638,60f790cc4861b9cdf82002a4
0.326,OneRepublic,0.682,0.72,0,0.148,0.148,11,117.003,Run,https://api.spotify.com/v1/tracks/2UbVnbE5FH6008mAm6Mmgw,0.673,60f790cc4861b9cdf82002a5
0.302,Rauw Alejandro,0.78,0.719,0.000196,0.0931,0.0931,3,127.962,Todo De Ti,https://api.spotify.com/v1/tracks/5RwV8BvLfX5injfqYodke9,0.336,60f790cc4861b9cdf82002a6
0.0939,Tungevaag,0.623,0.889,0,0.358,0.358,7,149.931,Ride With Me (feat. Kid Ink),https://api.spotify.com/v1/tracks/03SEp9sXkAOAgxJtSLuVEi,0.466,60f790cc4861b9cdf82002a7
0.0995,Rimkus,0.9,0.825,0.00165,0.0685,0.0685,0,114.955,Santorini,https://api.spotify.com/v1/tracks/3bgk9ObgTnp569Pe7XDST8,0.731,60f790cd4861b9cdf82002a8
0.659,Laylow,0.449,0.408,0.00000115,0.106,0.106,0,85.281,+ De Pluie...,https://api.spotify.com/v1/tracks/10UntnAZFd2JRwACGH0DNM,0.0782,60f790cd4861b9cdf82002a9
0.345,Clara Luciani,0.618,0.741,0,0.719,0.719,0,112.955,Le reste,https://api.spotify.com/v1/tracks/73oVDoxJHbqOIkZ0C9ir31,0.738,60f790cd4861b9cdf82002aa
0.145,Franglish,0.709,0.645,0,0.0869,0.0869,1,91.793,Sans moi,https://api.spotify.com/v1/tracks/5cZ6NaDFs0a7ZYfGpaJWEt,0.423,60f790cd4861b9cdf82002ab
0.123,OBOY,0.884,0.566,0.00000325,0.106,0.106,5,106.983,Cabeza,https://api.spotify.com/v1/tracks/66tNDqYNR2S6Svwgm3BMi9,0.565,60f790cd4861b9cdf82002ac
0.067,Tayc,0.614,0.745,0,0.286,0.286,11,97.477,Dis moi comment.,https://api.spotify.com/v1/tracks/3i4Va0SEnxGsEIULfouevb,0.457,60f790cd4861b9cdf82002ad
0.00146,The Weeknd,0.514,0.73,0.0000954,0.0897,0.0897,1,171.005,Blinding Lights,https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b,0.334,60f790ce4861b9cdf82002ae
